100-99:
956	8	6	8	
853	8	7	7	
860	8	7	7	
950	8	6	8	
854	8	6	8	
853	8	7	7	
947	8	6	8	
10000-50000:
852	24	9	19	
860	23	10	19	
945	23	9	19	
854	23	9	16	
857	24	10	17	
939	23	9	21	
854	22	9	16	
852	24	9	18	
855	23	9	21	
1009	23	9	21	
10000-100000:
849	53	13	24	
860	53	13	31	
969	53	12	31	
850	52	16	38	
851	52	14	26	
966	55	12	30	
853	48	12	26	
855	54	13	31	
955	54	13	32	
850	53	16	28	
10000-500000:
859	487	77	129	
958	488	42	132	
990	500	43	122	
775	479	74	123	
861	481	75	123	
969	492	42	126	
774	452	72	122	
858	488	77	120	
865	478	76	127	
1476	492	42	127	
10000-1000000:
758	1191	146	225	
861	1192	141	211	
863	1170	142	223	
1002	1207	71	212	
766	1168	140	309	
860	1222	146	225	
854	1170	146	221	
966	1191	69	220	
984	1206	75	222	
764	1174	140	222	
10000-5000000:
767	8162	696	1180	
3275	8314	326	959	
852	8340	423	896	
856	8174	684	962	
855	11306	326	942	
1064	8052	311	917	
860	8161	401	870	
855	8208	682	957	
756	8411	361	1008	
1116	8096	301	890	
10000-10000000:
852	18531	1149	7913	
855	19000	960	3956	
863	18535	732	1708	
1203	18245	636	1819	
1253	18136	621	1771	
852	23837	657	1769	
858	18529	1146	2762	
858	18330	934	4835	
851	18365	774	1781	
1215	18338	632	1786	
10000-20000000:
862	44036	1497	3762	
855	44474	1463	3676	
857	53556	1506	3725	
853	44472	1480	3720	
852	53460	1504	3732	
852	44186	1491	3700	
856	53154	1462	3692	
853	44863	1486	3705	
862	53928	1546	3690	
852	44754	1456	3667	
10000-40000000:
1248	103742	2890	29434	
859	123270	4884	9147	
15631	104838	3995	7934	
860	123376	4472	9237	
16374	105048	3962	7915	
860	123963	4433	9136	
15657	104995	3947	7688	
853	123841	4437	9164	
15798	104906	4119	7881	
858	124305	4500	9239	
